mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_std_1,mfcc_delta_mean_2,mfcc_delta_std_2,mfcc_delta_mean_3,mfcc_delta_std_3,mfcc_delta_mean_4,mfcc_delta_std_4,mfcc_delta_mean_5,mfcc_delta_std_5,mfcc_delta_mean_6,mfcc_delta_std_6,mfcc_delta_mean_7,mfcc_delta_std_7,mfcc_delta_mean_8,mfcc_delta_std_8,mfcc_delta_mean_9,mfcc_delta_std_9,mfcc_delta_mean_10,mfcc_delta_std_10,mfcc_delta_mean_11,mfcc_delta_std_11,mfcc_delta_mean_12,mfcc_delta_std_12,mfcc_delta_mean_13,mfcc_delta_std_13,mfcc_delta2_mean_1,mfcc_delta2_std_1,mfcc_delta2_mean_2,mfcc_delta2_std_2,mfcc_delta2_mean_3,mfcc_delta2_std_3,mfcc_delta2_mean_4,mfcc_delta2_std_4,mfcc_delta2_mean_5,mfcc_delta2_std_5,mfcc_delta2_mean_6,mfcc_delta2_std_6,mfcc_delta2_mean_7,mfcc_delta2_std_7,mfcc_delta2_mean_8,mfcc_delta2_std_8,mfcc_delta2_mean_9,mfcc_delta2_std_9,mfcc_delta2_mean_10,mfcc_delta2_std_10,mfcc_delta2_mean_11,mfcc_delta2_std_11,mfcc_delta2_mean_12,mfcc_delta2_std_12,mfcc_delta2_mean_13,mfcc_delta2_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,rms_mean,rms_std,zcr_mean,zcr_std,f0_mean,f0_std,f0_median,f0_iqr,category,file_name,augment_type
-374.1259,54.593914,162.0501,35.776882,-4.6455145,22.486774,-26.156723,15.826581,5.909674,10.66009,-10.131594,9.751378,-27.257826,10.583118,-12.904056,7.863737,4.4464917,8.102744,-0.8353066,8.074102,-21.249716,8.198954,-21.03731,7.270522,-1.7220942,6.516986,-0.5133351,10.895092,-0.42176875,6.731461,0.023404464,4.4508934,0.1241297,2.2237208,0.067014016,1.7475362,0.0538323,1.5860459,0.06956392,1.3967779,0.051980704,1.073286,-0.05140203,1.23726,-0.105902284,1.2024857,-0.020891871,1.3070024,0.033840768,1.0358942,0.0005304845,1.1268263,-0.46381447,5.627121,-0.26339343,3.5756273,0.18053474,2.1966596,0.07728507,1.172326,-0.026927488,0.94562984,0.053900987,0.8216739,0.026233375,0.59908456,-0.012319137,0.5119641,0.011303782,0.6902854,-0.0019351669,0.6152745,0.007878754,0.70106125,0.013001782,0.6052156,-0.025454547,0.5679839,0.5205325,0.39250863,0.27437598,0.33236492,0.12604183,0.24639176,0.119257085,0.26948628,0.11755633,0.22908014,0.18425316,0.26633117,0.31605002,0.3245263,0.23292175,0.21558815,0.109488904,0.1614343,0.12967098,0.23642203,0.25323668,0.31210282,0.47931576,0.39000657,16.999358105258366,3.909376058562066,24.901333103417432,6.8294214796936465,25.70602999672741,6.813323655861946,26.5538040237678,6.695258031822641,33.00858772243219,6.121189338073846,29.21411541369462,4.5799727851105665,13.54249081648937,0.8720803989298054,0.07768093,0.03280617,0.04605564926609849,0.011703698581082628,271.46247754427884,34.172385387903404,266.19869962824436,19.707161183689152,psychological_needs,lo-13.wav,orig
-260.7452,120.81935,140.0778,51.15463,-137.28976,52.73648,9.229327,17.025469,10.893604,14.308848,-46.09726,14.989619,30.15862,12.640644,0.0032518348,10.239341,-39.41359,9.227837,4.8912163,9.672636,1.4105378,7.7271767,-9.231056,7.7523537,-2.1512103,7.748535,0.6234108,24.388689,0.20521079,10.905396,-0.27714005,10.066853,-0.05367358,3.3465059,-0.060311247,2.2111392,0.0023097813,3.0243194,0.16579339,2.4034715,0.018303903,1.812946,-0.0024569796,1.6901301,0.029017419,1.7211351,-0.07935313,1.3815157,-0.020557854,1.1010296,0.074235305,1.2366661,-0.13258548,11.303656,-0.12643059,5.124672,0.021186225,4.9824457,-0.03429841,2.1627324,-0.06867197,1.1540585,-0.034687992,1.6111959,-0.046687346,1.4718145,-0.02069094,0.8348785,0.032721587,0.9784115,0.0011569764,1.0143859,-0.019425595,0.84013855,0.009155424,0.8190511,0.02757408,0.7705751,0.14840528,0.17828213,0.29797414,0.28367034,0.4695361,0.32742763,0.5739455,0.33788496,0.5875028,0.3017595,0.5530269,0.28596044,0.45297438,0.2895961,0.3570664,0.2742012,0.24398454,0.21857233,0.14363058,0.13703588,0.11309485,0.15939726,0.110017724,0.1721885,17.072931041066568,4.383733252792604,13.676763064182948,4.550532584503574,16.666402008707372,4.172862253423787,18.092362935910387,3.8427228545904915,18.70821016686636,2.7156888924314413,46.976663000851566,7.720847824250821,13.415140333590177,1.285527353052001,0.11738881,0.07622064,0.18845165019132654,0.02750013519338036,1194.4438695829972,327.9964450174939,1303.3658460121762,98.17710581596043,psychological_needs,generated2_d6cda191-4962-4308-9a36-46d5648a95ed-1431700367302-1.7-m-04-sc.wav,orig
-304.56396,75.664665,132.94124,41.795876,-40.437534,30.246357,11.972758,13.578944,22.739296,12.770456,-44.038143,15.978458,-27.795898,13.318573,-9.517395,8.934333,-29.262705,11.790683,-11.670691,11.5199585,0.72523195,6.72358,-12.882725,9.441339,-4.101435,11.275172,0.6925345,8.59194,0.55135596,3.9679666,0.001409958,4.5873394,-0.021225145,2.0226488,0.00641819,2.2657363,-0.10429088,1.9766904,-0.082618564,2.1114402,-0.048614178,1.3087665,-0.09574684,1.7096014,-0.07199869,1.919767,-0.027558021,1.2472051,-0.03878528,1.313792,-0.033329625,1.5741516,-0.08474965,4.1047745,-0.006711393,1.9471754,0.098614916,2.1963675,0.018681377,1.2018332,-0.03082552,1.2698203,0.018359467,1.2293309,0.023850359,1.1895294,0.01135546,0.7495217,0.025037782,0.8297977,0.010499479,1.1063008,-0.00046878037,0.7349615,0.0067444723,0.74703646,-0.020130051,0.85961515,0.15222587,0.28106827,0.10905723,0.23604032,0.12733856,0.26820856,0.15487604,0.29062703,0.20007493,0.34126768,0.17653057,0.30213848,0.19065902,0.3161589,0.247585,0.362393,0.2811874,0.35011125,0.31413376,0.37722796,0.32408276,0.38152552,0.27086204,0.3679775,17.957312772960712,4.321209205835638,16.934072820049764,7.919501351640294,25.72606967596199,7.391286126269815,19.838002647796145,5.006654311562638,21.55984869319565,5.298866092267563,39.01489672701196,6.882604662473354,13.542383550097702,1.4447885778185408,0.15417714,0.10235847,0.05932698839882943,0.03602651631647717,442.0923511240321,72.19368658383695,439.99999999999994,90.08569396767467,discomfort,195c.wav,orig
-484.7143,71.84726,164.30428,29.4013,-81.1707,46.79045,-6.492958,14.899141,13.827555,12.308853,-37.241005,12.910637,10.283464,13.23812,7.7213564,8.086281,-28.821476,10.792969,-2.4780247,9.145341,-6.064064,4.3563285,-18.345434,6.2486267,3.295146,7.721787,0.51123327,12.811242,0.38318518,5.801578,-0.0064425184,7.795724,0.029050486,2.8496199,0.031077947,2.339228,-0.065524206,2.0660615,-0.030387474,2.0223038,-0.012542109,1.5836654,-0.032551248,1.84153,-0.0022199217,1.6740824,-0.014535432,0.8350955,-0.0371448,1.0250854,-0.017551107,1.2951397,-0.39976326,5.5558567,-0.20334043,2.8392015,0.16170464,3.2647169,0.01699272,1.6788012,-0.0513119,1.1742756,0.036233522,1.2100338,-0.023318853,0.9142054,-0.036309715,0.8909656,0.036424,0.9139615,0.022468692,0.89012504,0.013600574,0.54198587,0.032649446,0.66841656,0.010096128,0.7590276,0.40432012,0.29573748,0.54842794,0.3373813,0.51824147,0.3132789,0.39622548,0.30731738,0.37637073,0.2823257,0.34797063,0.26529387,0.30260903,0.25027373,0.27395687,0.240345,0.3263581,0.27094084,0.38035795,0.30858958,0.4346929,0.35798725,0.40925723,0.32895654,16.659877275449727,4.910108889424986,13.280805648215486,4.1001850849721935,16.539381223629732,5.392401250216934,18.249745159772015,5.440431801865637,17.127245792864787,3.473424721378565,35.09193567753968,6.3461016043501735,13.48036519680266,0.8642921053127581,0.008312825,0.007936633,0.10017203021523179,0.030861760663744773,398.1363538240001,36.48336706267794,396.5502035487653,58.823154092215646,discomfort,152c.wav,orig
-256.93082,60.192654,130.02777,34.70327,-51.0114,27.710854,-16.935839,19.583153,6.2061305,18.229195,-31.820938,16.929554,-16.60187,17.441898,-1.9555789,11.044946,-8.890499,13.046975,1.3427639,10.03902,-3.5275457,8.600005,-6.859208,11.290339,7.977095,11.544547,0.6620205,9.195991,0.42541233,4.7418222,-0.120371856,4.77285,0.037805572,2.6250072,0.09797802,2.778862,-0.09892147,2.7167075,-0.05950465,1.9011232,0.021654828,1.7742294,-0.023019439,2.095434,-0.015816642,1.689133,-0.0060714097,1.5676205,-0.013365782,1.7522336,0.0040967823,2.0571675,-0.011873156,4.447004,0.0026225063,2.4834273,0.026234318,2.5882652,0.012823748,1.4033278,-0.00611451,1.4800946,0.013110537,1.5121857,0.033612512,1.1833562,0.014302373,1.0990523,-0.006490095,1.2076799,-0.0032776191,1.087848,-0.0053516068,1.0156257,-0.014494341,0.9909153,-0.019533569,1.1047839,0.40194088,0.34933522,0.40892372,0.35002637,0.42655468,0.35288128,0.40534952,0.34975472,0.34805197,0.30874112,0.31298396,0.292994,0.3388198,0.31540808,0.36714187,0.32554314,0.34365603,0.31628844,0.3356181,0.3202181,0.38394272,0.35344866,0.4068224,0.36566988,19.30317333886509,4.387010369401273,11.415546324329865,3.6714262063020415,18.984446467486254,7.752738695343791,17.890434068272167,5.67180749299741,20.03262185784708,6.575546663528106,38.81860063738505,7.263807498102481,13.106909765146192,2.2306827497935475,0.16008613,0.1995907,0.10006533101045297,0.031529149964116446,574.9915295924723,154.1928360520209,590.7319012233158,187.2001252981521,discomfort,dc-10.wav,orig
-270.6986,69.96684,148.72821,36.87364,-63.140675,25.497005,15.341493,16.290434,17.571634,13.81111,-30.235058,13.483676,22.09497,10.964363,9.6097145,8.496145,-22.513786,10.218215,5.566365,6.520385,-11.364355,6.990577,-19.66935,8.595156,7.7936354,6.242495,0.7513666,9.23789,0.4105174,4.1873116,-0.19649875,4.3370824,0.052098732,2.8186338,0.05990765,2.5785804,-0.07510175,2.512631,0.06791467,1.955457,0.006290461,1.3626645,-0.06705789,1.6012663,0.051298223,1.0505589,-0.0063245213,1.2554753,-0.05285225,1.4621578,0.019204797,1.1516498,-0.037264638,4.0371375,-0.03547488,1.8490305,-0.013786638,2.194565,-0.012687536,1.9393971,-0.00898806,1.5444772,0.0015228639,1.3253667,-0.0007295999,1.0982184,-0.004599121,0.85362214,0.00380464,0.98744464,0.012237024,0.7131856,0.011945635,0.8566605,0.0033837697,0.9361738,-0.0033866258,0.6981935,0.45661595,0.32161796,0.43339318,0.29125324,0.43795675,0.3093887,0.40948507,0.27738306,0.36975196,0.277492,0.3824249,0.32161757,0.3191241,0.2551069,0.34886894,0.26554757,0.46235716,0.33153832,0.52210456,0.3523393,0.47641632,0.308648,0.44515932,0.2998502,23.95232923564178,5.1843958505730425,13.324851299427229,3.6613210078179725,14.248607322638188,3.7332602579741367,15.765618625632854,3.6114627883439345,15.150961536074458,2.328449223162567,45.49383115427964,6.770397731992113,13.529291854481729,1.5283510114847962,0.047270104,0.061041463,0.11361424180327868,0.04206851702472614,0.0,0.0,0.0,0.0,discomfort,139c.wav,orig
-502.7422,86.39394,140.46492,41.033443,-55.178265,43.056023,-1.7434036,13.19696,11.51429,9.542562,-32.669773,14.982466,-0.145757,14.531431,0.46156254,12.44011,-24.300814,7.8806443,-7.4847946,7.8199863,-13.761437,8.183142,-20.402163,6.786762,-0.293599,8.4556675,1.0141212,12.501074,0.54799104,6.2847085,-0.3177364,6.299358,0.017220119,2.049004,0.07649138,1.4709945,-0.18065502,2.32053,-0.024992324,2.4592338,0.00071678887,2.1161888,-0.124881394,1.2612556,-0.07170065,1.3856385,-0.11444928,1.4956019,-0.14277548,1.210739,-0.04027435,1.4579623,0.06002024,6.3341866,0.04146801,3.3855968,-0.012197305,2.9418895,-0.007648484,1.1979833,-0.0036621883,0.9149157,-0.02566767,1.4213731,-0.026399145,1.166184,-0.015506094,1.0805649,-0.021345662,0.75628495,-0.019733539,0.7333258,-0.009260313,0.81789094,-0.012698871,0.78846675,-0.013906917,0.8548967,0.4671516,0.31030133,0.45156446,0.30903542,0.45390132,0.3206825,0.34775832,0.23699757,0.383222,0.2587179,0.4487395,0.32347092,0.35953552,0.2517884,0.45533514,0.3191919,0.49269977,0.29958698,0.5140502,0.29984352,0.5356374,0.30519533,0.459076,0.30421215,17.061983415291245,4.525313455388161,12.585565271517744,4.200667718954105,15.948589013784957,4.367460922656921,14.667681507782172,3.328638124389926,14.856628449793801,2.196252432744531,32.43711689150287,6.1056751904924225,13.535184811929062,1.0900983675226243,0.0058217035,0.0094134705,0.08944762779387418,0.03332409806490802,115.0696501639809,0.2654066925760958,115.20235351026894,0.0,discomfort,199c.wav,orig
-362.40796,101.8913,117.90555,37.092987,-67.79563,62.723537,6.8482795,26.6141,18.530523,25.086433,-32.274918,21.827948,5.4885974,12.172246,5.1663165,14.359536,-22.032017,13.63815,-2.7679968,13.3836775,-10.362767,10.395751,-16.211452,10.014946,5.106364,14.628711,1.1208355,14.728792,0.6319157,6.112426,-0.33534476,8.623366,-0.032254063,3.2357087,0.052484423,2.7487657,-0.14946595,3.0746646,0.022353,2.0790663,0.011768614,2.5100677,-0.09140267,2.374544,0.01062924,2.0152955,-0.07094905,1.8515719,-0.1270532,1.5280379,0.021072656,2.4220457,0.05155555,7.5059047,0.059395473,3.1848452,0.020849882,4.3921676,-0.010349534,2.0012274,-0.006435047,1.3906468,0.002483918,1.734566,-0.0019145162,1.2897962,-0.0036133078,1.6183429,-0.0055685192,1.235343,-0.011116015,1.1005564,-0.009679719,1.1330404,-0.0005712906,0.98435366,0.006894358,1.3771161,0.40747514,0.34259066,0.38057688,0.29616418,0.3758819,0.31910694,0.4056142,0.38412488,0.32181147,0.3149186,0.34271374,0.30246496,0.3584687,0.33984807,0.28120995,0.25993964,0.29180402,0.29998857,0.28928137,0.27836326,0.33614054,0.29689667,0.38298547,0.32822758,16.117450632929188,7.81259360162025,12.122774022999442,3.501180579549605,16.210702679430447,4.578530817104368,16.42921319224812,4.60926058939256,18.116926680188374,4.617950847252142,40.68736794942589,10.027884011999806,13.464182211017102,1.2281054466961194,0.049850717,0.06404167,0.13190869463990065,0.0666773606534726,1012.7407878012131,505.9744538709529,988.0302672643309,752.8480393482691,discomfort,239c.wav,orig
-409.23877,97.423325,119.501205,43.848377,-57.310253,58.87008,-24.993622,20.280083,4.4512177,15.097269,-25.12003,20.042768,-2.3780787,13.549738,9.0057745,9.554868,-13.90608,14.88974,-3.747258,8.878224,5.1450863,7.021119,-6.29366,10.958053,-2.0695646,7.9526296,0.3189332,11.833016,0.25604895,6.4491715,0.0030868608,6.3291073,-0.0049399547,3.6637726,0.01487617,2.4797444,-0.027609726,3.247113,0.0090983305,2.4810455,0.044695593,1.7806691,-0.00011205673,1.794082,-0.004160502,1.4568397,0.02777195,1.2774704,0.007588117,1.3863101,-0.004837696,1.3717593,0.029630164,4.692301,0.0032088365,2.9863994,-0.023349429,2.5100043,0.012951861,1.7151296,0.017579509,1.2765672,-0.0052502514,1.3786032,0.009701631,1.2656862,0.01082396,0.9346367,-0.022219483,0.8483267,-0.01698778,0.88933897,0.0110393725,0.73945904,0.0029765498,0.92867017,-0.0053679887,0.9248408,0.35145485,0.33974513,0.42148027,0.3670312,0.38856792,0.37417138,0.3181623,0.34061489,0.37252232,0.36274797,0.47407204,0.3845168,0.4250359,0.35198745,0.32251728,0.33578157,0.22936322,0.30447188,0.18352692,0.26149532,0.19380572,0.2494501,0.23729421,0.27175027,15.574428658542116,4.167513508992993,16.57242207868366,6.94719823670081,21.02293823118018,7.268705103925232,20.810110551403284,6.311027189448813,20.05952492881273,5.836401993547107,34.54674341868543,8.101338348421343,13.646526864905233,0.9828981480181851,0.041342117,0.044859216,0.08877856110873288,0.02693230084307557,413.07886714338457,107.91036483300148,376.46181130034495,47.53316860295274,discomfort,159c.wav,orig
-290.7905,84.952545,137.67738,30.888624,-68.40375,45.75364,-3.7191632,15.625575,9.375597,16.423662,-33.662304,11.980322,6.5586796,17.609848,-0.87533873,9.762063,-28.338615,7.5191255,-1.0506124,15.61517,-9.889641,6.7565665,-20.141582,9.922702,6.746297,15.314619,-0.39814642,8.537542,-0.16939954,3.8560147,0.20458621,4.4740644,0.054043233,2.5332289,0.03352879,1.9401226,0.104000114,1.8866432,-0.019672772,2.1262002,-0.03604348,1.7111255,0.016538715,1.3077414,-0.014952944,1.7581651,0.027272174,1.3467779,0.04189081,1.5521315,-0.06635419,1.8623515,-0.09425884,4.2808557,-0.040454686,2.2144625,0.04352257,2.1406112,0.004637554,1.3443992,0.0062525924,1.0538095,0.03191692,1.1971419,0.008278678,0.93907297,0.0028293717,0.89269304,0.01045424,0.7211418,0.012063361,0.8861438,0.032950245,0.8322924,0.034411807,0.81570655,0.019176774,1.0059466,0.53790534,0.34822336,0.5429385,0.37743688,0.34519386,0.28561625,0.33280322,0.31410438,0.32954767,0.31461143,0.28373265,0.2686871,0.2537312,0.23412812,0.31934085,0.27729493,0.37132704,0.29902667,0.31686032,0.270065,0.37797916,0.31890175,0.44241545,0.31302026,17.28138374004951,4.9707335798973995,11.694815061071997,3.1147247754250116,17.0809812870785,4.816879052974109,18.49323967132267,6.430454561104243,17.36309264031416,4.426356770271403,44.515173020243985,9.36660873869243,13.467307373890963,0.9641152181090717,0.10067044,0.12011178,0.10156411682533113,0.02688204497887448,447.91757665159435,304.25620171619096,496.74433811469765,477.1286558321033,discomfort,246c.wav,orig
-343.41046,93.36662,138.94798,44.01125,-51.98273,37.640556,11.3526,13.359685,1.6203462,7.9120145,-56.28537,28.319405,-6.0822244,15.122361,-0.4064711,9.612732,-25.21023,13.708463,6.384126,14.249117,2.152174,8.624269,-15.743122,7.3022075,0.04045206,9.759077,-0.28846306,9.241222,-0.13787788,4.578341,0.12939991,3.947272,0.009173899,1.7710718,0.0036314623,1.207397,0.16947004,2.70905,0.08176255,1.5273609,-0.10545521,1.230046,-0.07378763,1.7407385,0.020034183,1.4436681,-0.0026856416,1.1657436,-0.053631265,1.010779,-0.03936147,1.0485294,0.0528648,5.609096,0.047657475,2.8041427,0.008199439,2.373053,-0.02078731,0.9090635,-0.04379193,0.80425,-0.022074284,1.4790052,0.01036706,0.81692594,-0.0026619479,0.6693238,-0.008238044,0.8493821,0.008301827,0.8505821,0.0031007205,0.634146,0.009225547,0.5259175,0.033846296,0.5796994,0.1972403,0.21047568,0.26630846,0.26096857,0.43234304,0.3431658,0.56479716,0.3613184,0.5267806,0.33464274,0.40689287,0.31905884,0.36694533,0.2943633,0.37544042,0.3204358,0.28452623,0.2282751,0.27353597,0.27016205,0.2636448,0.29223368,0.22316436,0.24356316,16.91454211155408,5.610695651818996,16.38730729547781,5.537152916882546,18.376365307950696,6.117761991626977,17.052583810557188,3.536985482486469,17.45145524748787,2.9066404242204187,41.699464732850984,8.526039397105665,13.52699075931255,0.8763574727240552,0.03862836,0.036487218,0.08935223509933775,0.039496450406879,364.01744907440695,166.72131296517168,318.3992322368831,254.32007322429652,discomfort,189c.wav,orig
-434.28302,87.877174,135.29768,35.675335,-69.88847,51.558018,-7.7762146,14.563556,9.665934,18.470802,-24.10665,16.168818,18.839203,14.535711,5.6855865,9.744961,-26.666592,11.178716,1.7660438,10.553487,-7.252294,8.311217,-20.806147,8.803292,5.0502996,10.594356,-0.5177239,11.683371,-0.15431988,5.1508384,0.36487317,6.770087,0.022449952,2.6758657,-0.13214767,2.4152792,0.00046312573,2.1739705,-0.09276285,2.2155151,-0.0603931,1.4219294,0.09879496,1.9592261,0.04228179,1.536411,-0.04105545,1.3135281,-0.060989454,1.4094547,-0.10015109,1.6660198,-0.12253847,4.6164203,-0.04574414,2.3884993,0.07561895,2.6692204,0.001301936,1.6650779,-0.03531809,1.103779,0.020686291,1.026164,0.028355667,1.1943375,0.028078701,0.8809111,0.034231864,0.9820861,-0.02047444,0.7579115,-0.055090833,0.8387097,-0.020823238,0.6668877,-0.0014452137,0.8849821,0.41378385,0.32170993,0.41360316,0.3376561,0.40429395,0.3382314,0.42286405,0.34060857,0.4019253,0.3075585,0.33705655,0.29021716,0.31434652,0.29548594,0.32086247,0.29990524,0.36713484,0.3297606,0.37698323,0.30857968,0.40694535,0.31180745,0.45171726,0.3223092,15.405415636479718,4.2127949588826095,14.891188548304811,6.423300503634127,17.156132757542174,6.079382586070131,18.321277457937885,6.259993087801015,16.518831425444954,2.783387135228861,38.542182074266215,8.09491594647743,13.428372241472212,1.12590617445745,0.01852267,0.020364339,0.10859730701572848,0.04288929504458797,423.4095847654657,388.600026829138,322.09885310803753,44.95281481300748,discomfort,154c.wav,orig
-423.63748,114.403854,130.25682,60.614277,-72.24179,56.505974,-32.864876,27.444052,9.473106,13.927719,-29.606293,23.376806,-11.768112,10.114314,15.703939,14.850593,-2.5382285,8.965781,-8.169238,9.833012,-3.29849,7.8751264,-5.3875427,8.01702,-2.9213605,8.054909,1.0200226,12.105135,0.5308361,6.727985,-0.43737406,6.3940735,-0.12476938,3.5461018,0.07519109,1.8446823,-0.18164362,2.7558908,-0.08119443,1.1573701,0.10894742,1.7658607,0.015830474,1.3928643,-0.07694841,1.315034,-0.03840467,1.4534459,0.0064123515,1.3811113,-0.0032319098,1.1931558,0.0028363327,6.336483,-0.040109273,3.6818948,-0.076661825,3.214636,-0.06073521,1.8635314,-0.029343309,1.1255839,0.011193796,1.4433165,-0.00547719,0.78453135,-0.021795541,0.9936119,0.019059293,0.8384127,0.008307419,0.77617836,-0.010723741,0.8025083,0.024331367,0.88031995,0.020205915,0.7562783,0.47955546,0.331665,0.4635004,0.31332266,0.41433758,0.28813002,0.3477566,0.26332057,0.32148945,0.25164333,0.35571474,0.29981706,0.37418675,0.31963465,0.3515175,0.29887244,0.38003576,0.29264772,0.45873156,0.33655393,0.50812495,0.34207553,0.5023619,0.32784423,16.009095853201373,4.507120431164226,12.497236047267178,3.9305993244090995,16.668534224911518,5.128484220685675,16.639821303605437,4.430483793780086,19.562813611228858,4.513746214503817,31.58864553337183,6.324290105052699,13.634210888334367,1.4786353912911085,0.027448516,0.035251055,0.11595944816053512,0.04351748244830236,110.78498116983377,1.117791623026006,110.63722351746387,0.6409149157476008,discomfort,230c.wav,orig
-232.83835,38.87752,163.2251,20.026823,-91.96751,26.591806,-9.139386,18.999054,19.642004,11.643651,-33.974747,11.912226,-7.456663,14.760322,-6.6492376,7.874365,-19.660017,8.637483,-7.649453,7.889601,-17.072975,8.3232,-9.551092,4.8404245,0.17094694,5.884812,0.02711082,5.803723,-0.091797836,3.5371697,-0.023023041,3.3197093,0.06131416,2.7210605,-0.04713099,1.4962331,0.06405165,1.3839731,0.014538413,1.4826068,-0.0938626,1.3556994,0.039369203,1.1710068,0.042141814,1.2561789,-0.023586381,0.906051,0.039022364,0.81776977,-0.018022807,0.7639252,-0.32319868,3.2421374,-0.24157748,1.8536898,-0.012475543,1.8350828,-0.017232306,1.4491191,0.050548386,0.88676405,0.051660016,0.8611409,-0.0482916,0.8944354,0.014976189,0.7025128,0.046523068,0.68430716,0.01794344,0.61388314,0.041906897,0.5232566,0.0039156275,0.5064051,0.009218806,0.4930475,0.2969859,0.2944883,0.28534988,0.31101978,0.24648383,0.28432107,0.2611204,0.31171942,0.30482572,0.33992597,0.37888178,0.35911334,0.32688847,0.34157276,0.2945384,0.33765778,0.27347627,0.3287537,0.18201004,0.2436824,0.1656865,0.2308583,0.22968058,0.25360408,18.491165930241188,5.145185216580762,21.592305538023602,6.14580683729945,23.272073571013184,5.913252711715332,23.28628625542376,5.695548404143605,25.332276793435334,6.2257712981405575,41.55493307026635,5.241769884723175,14.020875271921467,1.4569515777512496,0.16442762,0.08140939,0.0925484035326087,0.033519857973052,342.45029036219955,54.59540672353053,347.21682482900223,88.65632820427288,discomfort,219c.wav,orig
-271.11728,77.2675,155.33711,37.116653,-29.266798,34.1612,-18.140577,18.641,2.0094926,9.661107,-29.319551,10.914676,-18.639576,9.413028,-6.764806,8.710435,-21.692308,6.9066434,-11.472241,6.870186,-2.5209017,8.691063,-12.373259,5.9912343,-9.7534895,5.409635,-0.28823778,10.082537,-0.24162638,4.81341,0.05359736,4.637454,0.13994306,2.7502973,0.027482588,1.5427839,0.0011042854,1.5631086,0.08586764,1.5076932,0.08502108,1.2024055,0.0014910061,0.94295865,-0.035366397,1.1724538,-0.007032626,1.7513167,0.03225026,1.0436553,0.03964126,0.99835753,-0.3530339,7.755013,-0.2533872,3.6811469,0.08259504,3.148561,0.086058855,1.9260436,-0.011489021,1.0344577,0.006736408,1.0780953,0.0064248373,1.0043476,-0.022702897,0.8891646,0.0052070906,0.730991,0.013950175,0.75994515,-0.015302426,1.019462,-0.0070058284,0.8359216,0.008559233,0.6238828,0.21596804,0.25785765,0.2336318,0.2882934,0.28907585,0.3215809,0.3173221,0.33466235,0.2835582,0.30132762,0.29126838,0.3071573,0.3015756,0.29361397,0.40398982,0.3769864,0.27016956,0.24002357,0.21321525,0.25698555,0.36011687,0.3565297,0.34718052,0.36907417,19.138902257152825,5.00795650722565,17.48501168719789,5.966833312850496,19.559816041558758,5.59763410657688,18.11370302867871,4.888688686863123,17.906014367357898,5.395552786955043,32.523693660382364,5.524795786511514,15.067067478734383,4.449767901605885,0.10043427,0.09610788,0.05698064271255061,0.012638779067893407,328.62367755719333,98.49784050135497,343.22869944588433,74.73721413135542,discomfort,196c.wav,orig
